Rk,Team,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Year,Unnamed: 32,Att.,Md..2
6.0,Cleveland Cavaliers*,82,19730,0.474,13.4,,0.641,0.299,0.132,0.104,0.107,0.359,,0.533,0.672,0.399,0.429,0.409,0.368,,0.537,0.832,,0.055,362,,0.276,1148.0,,0.213,0.446,2018,,,
7.0,Dallas Mavericks,82,19805,0.469,13.8,,0.649,0.238,0.167,0.113,0.13,0.351,,0.526,0.698,0.412,0.457,0.421,0.363,,0.515,0.826,,0.051,314,,0.216,855.0,,0.19,0.384,2018,,,
8.0,Denver Nuggets,82,19880,0.476,12.8,,0.668,0.268,0.191,0.101,0.108,0.332,,0.525,0.682,0.412,0.45,0.407,0.378,,0.515,0.835,,0.049,310,,0.291,1188.0,,0.247,0.39,2018,,,
9.0,Detroit Pistons,82,19805,0.459,13.6,,0.638,0.251,0.177,0.105,0.105,0.362,,0.515,0.703,0.373,0.405,0.417,0.359,,0.541,0.904,,0.046,288,,0.271,1059.0,,0.233,0.387,2018,,,
10.0,Golden State Warriors*,82,19730,0.447,13.0,,0.676,0.278,0.166,0.112,0.12,0.324,,0.49,0.652,0.38,0.39,0.359,0.357,,0.512,0.802,,0.052,347,,0.274,1089.0,,0.189,0.378,2018,,,
11.0,Houston Rockets*,82,19755,0.462,12.8,,0.663,0.304,0.157,0.097,0.104,0.337,,0.519,0.67,0.412,0.396,0.358,0.351,,0.485,0.802,,0.05,315,,0.294,1193.0,,0.214,0.38,2018,,,
12.0,Indiana Pacers*,82,19755,0.465,13.6,,0.641,0.285,0.138,0.098,0.121,0.359,,0.53,0.669,0.434,0.421,0.398,0.349,,0.49,0.861,,0.055,340,,0.27,1073.0,,0.198,0.397,2018,,,
13.0,Los Angeles Clippers,82,19705,0.458,13.4,,0.656,0.279,0.139,0.109,0.128,0.344,,0.512,0.658,0.391,0.424,0.403,0.356,,0.54,0.806,,0.058,372,,0.252,1027.0,,0.233,0.387,2018,,,
14.0,Los Angeles Lakers,82,19905,0.456,12.9,,0.665,0.304,0.156,0.092,0.113,0.335,,0.512,0.648,0.393,0.399,0.403,0.346,,0.495,0.806,,0.059,384,,0.28,1142.0,,0.196,0.364,2018,,,
15.0,Memphis Grizzlies,82,19705,0.462,13.3,,0.639,0.296,0.131,0.102,0.111,0.361,,0.516,0.659,0.39,0.4,0.39,0.368,,0.501,0.833,,0.059,353,,0.268,993.0,,0.223,0.425,2018,,,
16.0,Miami Heat*,82,19930,0.45,12.7,,0.683,0.279,0.188,0.102,0.113,0.317,,0.491,0.621,0.392,0.399,0.422,0.36,,0.467,0.82,,0.05,307,,0.273,995.0,,0.199,0.363,2018,,,
17.0,Milwaukee Bucks*,82,19830,0.468,12.5,,0.676,0.327,0.145,0.1,0.103,0.324,,0.513,0.675,0.329,0.402,0.367,0.372,,0.519,0.848,,0.058,349,,0.316,1189.0,,0.222,0.417,2018,,,
18.0,Minnesota Timberwolves*,82,19805,0.475,13.1,,0.65,0.297,0.141,0.095,0.116,0.35,,0.534,0.69,0.393,0.404,0.416,0.366,,0.504,0.84,,0.06,392,,0.273,1112.0,,0.228,0.374,2018,,,
19.0,New Orleans Pelicans*,82,19955,0.454,13.3,,0.667,0.278,0.155,0.109,0.125,0.333,,0.503,0.65,0.41,0.399,0.385,0.355,,0.476,0.833,,0.056,376,,0.277,1129.0,,0.201,0.379,2018,,,
20.0,New York Knicks,82,19830,0.457,13.3,,0.648,0.291,0.142,0.093,0.121,0.352,,0.505,0.63,0.387,0.411,0.418,0.368,,0.513,0.848,,0.059,359,,0.271,1016.0,,0.243,0.405,2018,,,
21.0,Oklahoma City Thunder*,82,19830,0.458,13.1,,0.636,0.302,0.144,0.096,0.094,0.364,,0.511,0.647,0.372,0.425,0.375,0.367,,0.508,0.842,,0.059,349,,0.27,1020.0,,0.239,0.402,2018,,,
22.0,Orlando Magic,82,19730,0.468,12.7,,0.685,0.28,0.18,0.1,0.126,0.315,,0.516,0.678,0.392,0.441,0.391,0.362,,0.519,0.834,,0.057,365,,0.296,1189.0,,0.23,0.426,2018,,,
23.0,Philadelphia 76ers*,82,19780,0.434,13.6,,0.662,0.239,0.176,0.119,0.128,0.338,,0.482,0.661,0.357,0.408,0.387,0.342,,0.486,0.807,,0.049,315,,0.255,936.0,,0.187,0.385,2018,,,
24.0,Phoenix Suns,82,19705,0.471,13.0,,0.67,0.306,0.133,0.106,0.125,0.33,,0.519,0.639,0.417,0.441,0.4,0.373,,0.466,0.817,,0.054,352,,0.277,1126.0,,0.19,0.401,2018,,,
25.0,Portland Trail Blazers*,82,19755,0.447,12.9,,0.691,0.281,0.152,0.121,0.136,0.309,,0.484,0.582,0.415,0.409,0.425,0.364,,0.427,0.819,,0.037,219,,0.267,976.0,,0.186,0.405,2018,,,
26.0,Sacramento Kings,82,19755,0.47,13.8,,0.617,0.26,0.166,0.081,0.11,0.383,,0.527,0.685,0.424,0.416,0.396,0.377,,0.514,0.828,,0.052,319,,0.271,1037.0,,0.205,0.405,2018,,,
27.0,San Antonio Spurs*,82,19730,0.453,12.8,,0.688,0.281,0.161,0.121,0.125,0.312,,0.501,0.634,0.396,0.425,0.409,0.348,,0.49,0.827,,0.055,337,,0.267,968.0,,0.213,0.358,2018,,,
28.0,Toronto Raptors*,82,19830,0.449,12.2,,0.708,0.298,0.177,0.121,0.112,0.292,,0.486,0.617,0.359,0.432,0.401,0.357,,0.493,0.813,,0.05,300,,0.287,1039.0,,0.196,0.363,2018,,,
29.0,Utah Jazz*,82,19755,0.449,13.1,,0.687,0.254,0.179,0.123,0.131,0.313,,0.488,0.655,0.384,0.376,0.409,0.365,,0.444,0.801,,0.052,316,,0.26,943.0,,0.183,0.404,2018,,,
30.0,Washington Wizards*,82,19855,0.462,13.3,,0.654,0.279,0.154,0.1,0.12,0.346,,0.522,0.695,0.392,0.388,0.399,0.349,,0.49,0.808,,0.055,355,,0.286,1118.0,,0.192,0.364,2018,,,
,League Average,82,19795,0.46,13.2,,0.663,0.281,0.156,0.106,0.12,0.337,,0.51,0.658,0.394,0.415,0.4,0.362,,0.499,0.83,,0.053,331,,0.273,1064.0,,0.208,0.394,2018,,,
1.0,Atlanta Hawks*,82,19855,0.46,11.9,,0.79,0.337,0.133,0.101,0.219,0.21,,0.491,0.613,0.383,0.388,0.415,0.345,,0.514,0.831,,0.055,333,,0.267,984.0,,0.235,0.388,2010,,,
2.0,Boston Celtics*,82,19780,0.451,12.5,,0.785,0.302,0.135,0.12,0.228,0.215,,0.481,0.596,0.429,0.391,0.405,0.342,,0.498,0.819,,0.038,232,,0.247,862.0,,0.268,0.405,2010,,,
3.0,Charlotte Bobcats*,82,19880,0.448,12.5,,0.741,0.338,0.109,0.088,0.205,0.259,,0.486,0.59,0.404,0.398,0.395,0.338,,0.496,0.871,,0.049,280,,0.264,936.0,,0.304,0.368,2010,,,
4.0,Chicago Bulls*,82,19905,0.442,12.6,,0.756,0.327,0.102,0.105,0.223,0.244,,0.472,0.57,0.426,0.396,0.387,0.348,,0.497,0.844,,0.042,264,,0.266,958.0,,0.252,0.384,2010,,,
5.0,Cleveland Cavaliers*,82,19780,0.442,12.9,,0.772,0.294,0.118,0.122,0.238,0.228,,0.471,0.59,0.398,0.377,0.407,0.347,,0.509,0.826,,0.039,239,,0.236,851.0,,0.255,0.368,2010,,,
6.0,Dallas Mavericks*,82,19880,0.457,12.5,,0.777,0.293,0.142,0.115,0.227,0.223,,0.488,0.618,0.422,0.406,0.404,0.347,,0.475,0.823,,0.036,228,,0.238,941.0,,0.234,0.355,2010,,,
7.0,Denver Nuggets*,82,19780,0.456,12.3,,0.779,0.32,0.127,0.099,0.233,0.221,,0.487,0.607,0.438,0.408,0.383,0.349,,0.5,0.843,,0.041,256,,0.255,983.0,,0.261,0.386,2010,,,
8.0,Detroit Pistons,82,19780,0.48,12.5,,0.755,0.33,0.105,0.105,0.216,0.245,,0.515,0.63,0.422,0.414,0.432,0.375,,0.584,0.877,,0.054,306,,0.252,903.0,,0.287,0.43,2010,,,
9.0,Golden State Warriors,82,19730,0.485,11.9,,0.785,0.317,0.162,0.117,0.189,0.215,,0.515,0.662,0.422,0.406,0.416,0.375,,0.523,0.868,,0.055,358,,0.24,1039.0,,0.277,0.394,2010,,,
10.0,Houston Rockets,82,19905,0.475,11.9,,0.803,0.328,0.129,0.118,0.227,0.197,,0.503,0.629,0.465,0.391,0.399,0.364,,0.474,0.845,,0.04,256,,0.27,1085.0,,0.225,0.411,2010,,,
11.0,Indiana Pacers,82,19705,0.453,12.7,,0.796,0.291,0.137,0.115,0.253,0.204,,0.476,0.592,0.404,0.415,0.409,0.363,,0.481,0.867,,0.043,258,,0.238,919.0,,0.258,0.409,2010,,,
12.0,Los Angeles Clippers,82,19705,0.47,12.1,,0.785,0.327,0.124,0.109,0.226,0.215,,0.499,0.614,0.429,0.414,0.413,0.363,,0.55,0.87,,0.057,343,,0.246,948.0,,0.248,0.445,2010,,,
13.0,Los Angeles Lakers*,82,19830,0.446,12.5,,0.768,0.315,0.119,0.114,0.22,0.232,,0.481,0.599,0.399,0.406,0.398,0.328,,0.533,0.854,,0.049,304,,0.247,930.0,,0.261,0.365,2010,,,
14.0,Memphis Grizzlies,82,19905,0.478,11.8,,0.764,0.357,0.116,0.095,0.196,0.236,,0.517,0.629,0.473,0.395,0.398,0.354,,0.508,0.874,,0.06,372,,0.276,1104.0,,0.261,0.407,2010,,,
15.0,Miami Heat*,82,19880,0.439,12.6,,0.761,0.293,0.142,0.116,0.211,0.239,,0.469,0.58,0.429,0.383,0.39,0.342,,0.484,0.834,,0.045,250,,0.226,777.0,,0.244,0.406,2010,,,
16.0,Milwaukee Bucks*,82,19980,0.451,12.0,,0.799,0.33,0.11,0.144,0.216,0.201,,0.478,0.582,0.416,0.422,0.39,0.343,,0.494,0.868,,0.043,247,,0.266,911.0,,0.261,0.369,2010,,,
17.0,Minnesota Timberwolves,82,19780,0.48,12.7,,0.757,0.309,0.113,0.103,0.231,0.243,,0.517,0.662,0.457,0.411,0.4,0.366,,0.574,0.871,,0.06,396,,0.229,953.0,,0.288,0.39,2010,,,
18.0,New Jersey Nets,82,19780,0.481,11.3,,0.806,0.368,0.114,0.108,0.217,0.194,,0.509,0.618,0.415,0.424,0.415,0.366,,0.571,0.891,,0.06,359,,0.284,1081.0,,0.258,0.412,2010,,,
19.0,New Orleans Hornets,82,19830,0.483,12.1,,0.775,0.34,0.108,0.116,0.21,0.225,,0.52,0.644,0.468,0.375,0.426,0.355,,0.539,0.861,,0.052,319,,0.27,1091.0,,0.254,0.394,2010,,,
20.0,New York Knicks,82,19880,0.486,12.0,,0.772,0.338,0.128,0.096,0.21,0.228,,0.525,0.633,0.494,0.405,0.426,0.352,,0.454,0.819,,0.049,326,,0.264,1064.0,,0.258,0.409,2010,,,
21.0,Oklahoma City Thunder*,82,19805,0.448,11.3,,0.79,0.356,0.133,0.11,0.191,0.21,,0.476,0.602,0.381,0.368,0.371,0.34,,0.482,0.834,,0.052,312,,0.283,1051.0,,0.235,0.373,2010,,,
22.0,Orlando Magic*,82,19730,0.438,12.7,,0.787,0.286,0.129,0.131,0.241,0.213,,0.459,0.577,0.388,0.397,0.39,0.363,,0.465,0.801,,0.04,245,,0.226,795.0,,0.229,0.398,2010,,,
23.0,Philadelphia 76ers,82,19805,0.472,11.9,,0.765,0.337,0.126,0.112,0.191,0.235,,0.497,0.607,0.446,0.411,0.385,0.393,,0.522,0.835,,0.047,294,,0.274,1000.0,,0.269,0.402,2010,,,
24.0,Phoenix Suns*,82,19730,0.452,12.2,,0.779,0.301,0.157,0.109,0.212,0.221,,0.479,0.599,0.399,0.408,0.403,0.355,,0.474,0.777,,0.05,317,,0.233,925.0,,0.258,0.363,2010,,,
25.0,Portland Trail Blazers*,82,19855,0.464,12.1,,0.78,0.329,0.126,0.102,0.222,0.22,,0.499,0.622,0.444,0.39,0.398,0.343,,0.475,0.852,,0.046,268,,0.263,978.0,,0.261,0.373,2010,,,
26.0,Sacramento Kings,82,19880,0.469,11.7,,0.796,0.314,0.158,0.112,0.212,0.204,,0.497,0.643,0.398,0.402,0.404,0.357,,0.471,0.825,,0.054,339,,0.241,981.0,,0.237,0.38,2010,,,
27.0,San Antonio Spurs*,82,19780,0.452,11.8,,0.821,0.298,0.167,0.137,0.219,0.179,,0.476,0.59,0.414,0.417,0.404,0.343,,0.474,0.82,,0.034,204,,0.25,912.0,,0.228,0.372,2010,,,
28.0,Toronto Raptors,82,19780,0.468,12.4,,0.756,0.323,0.128,0.103,0.202,0.244,,0.501,0.614,0.412,0.416,0.42,0.366,,0.524,0.877,,0.048,302,,0.25,985.0,,0.283,0.416,2010,,,
29.0,Utah Jazz*,82,19755,0.449,12.4,,0.759,0.325,0.124,0.093,0.218,0.241,,0.48,0.607,0.411,0.358,0.381,0.354,,0.487,0.87,,0.046,268,,0.259,947.0,,0.27,0.397,2010,,,
30.0,Washington Wizards,82,19830,0.463,12.5,,0.78,0.291,0.155,0.099,0.234,0.22,,0.492,0.664,0.371,0.403,0.395,0.36,,0.517,0.852,,0.048,309,,0.227,925.0,,0.259,0.383,2010,,,
,League Average,82,19817,0.461,12.2,,0.778,0.32,0.129,0.11,0.218,0.222,,0.492,0.613,0.421,0.4,0.402,0.355,,0.505,0.847,,0.048,293,,0.253,961.0,,0.258,0.392,2010,,,
1.0,Atlanta Hawks,82,19880,0.478,11.1,,0.813,0.347,0.141,0.119,0.206,0.187,,0.503,0.623,0.42,0.377,0.431,0.368,,0.496,0.867,,0.057,340,,0.27,988.0,,0.309,0.374,2006,,,
2.0,Boston Celtics,82,19880,0.456,11.9,,0.804,0.33,0.136,0.112,0.226,0.196,,0.481,0.601,0.38,0.36,0.425,0.353,,0.551,0.865,,0.05,304,,0.261,895.0,,0.284,0.343,2006,,,
3.0,Charlotte Bobcats,82,19905,0.478,11.4,,0.8,0.355,0.12,0.107,0.217,0.2,,0.509,0.624,0.419,0.398,0.425,0.356,,0.563,0.902,,0.068,395,,0.262,931.0,,0.284,0.362,2006,,,
4.0,Chicago Bulls*,82,19905,0.426,13.1,,0.781,0.285,0.099,0.13,0.267,0.219,,0.447,0.566,0.377,0.362,0.387,0.351,,0.529,0.898,,0.038,238,,0.227,743.0,,0.26,0.375,2006,,,
5.0,Cleveland Cavaliers*,82,19830,0.455,12.4,,0.801,0.309,0.129,0.11,0.253,0.199,,0.48,0.58,0.418,0.412,0.418,0.356,,0.511,0.858,,0.044,256,,0.24,822.0,,0.249,0.374,2006,,,
6.0,Dallas Mavericks*,82,19880,0.443,11.9,,0.823,0.311,0.131,0.135,0.246,0.177,,0.461,0.567,0.394,0.407,0.392,0.361,,0.458,0.832,,0.04,221,,0.248,803.0,,0.244,0.418,2006,,,
7.0,Denver Nuggets*,82,19930,0.454,12.4,,0.781,0.312,0.12,0.102,0.247,0.219,,0.481,0.618,0.394,0.357,0.401,0.358,,0.584,0.896,,0.051,323,,0.238,898.0,,0.294,0.386,2006,,,
8.0,Detroit Pistons*,82,19830,0.452,11.3,,0.843,0.345,0.117,0.132,0.249,0.157,,0.476,0.583,0.415,0.391,0.4,0.325,,0.502,0.742,,0.052,308,,0.266,898.0,,0.278,0.352,2006,,,
9.0,Golden State Warriors,82,19830,0.457,12.4,,0.8,0.276,0.169,0.111,0.243,0.2,,0.483,0.664,0.384,0.389,0.389,0.351,,0.548,0.883,,0.047,291,,0.216,869.0,,0.287,0.433,2006,,,
10.0,Houston Rockets,82,19830,0.429,13.5,,0.768,0.252,0.117,0.148,0.25,0.232,,0.447,0.573,0.379,0.404,0.378,0.369,,0.535,0.902,,0.035,192,,0.2,664.0,,0.274,0.398,2006,,,
11.0,Indiana Pacers*,82,19730,0.435,11.7,,0.833,0.299,0.17,0.126,0.238,0.167,,0.454,0.566,0.398,0.383,0.391,0.343,,0.491,0.838,,0.045,260,,0.238,768.0,,0.279,0.361,2006,,,
12.0,Los Angeles Clippers*,82,19805,0.435,11.9,,0.794,0.32,0.132,0.123,0.218,0.206,,0.458,0.553,0.415,0.364,0.396,0.347,,0.561,0.869,,0.044,263,,0.257,845.0,,0.251,0.353,2006,,,
13.0,Los Angeles Lakers*,82,19855,0.45,12.2,,0.795,0.317,0.126,0.12,0.233,0.205,,0.475,0.601,0.386,0.397,0.391,0.353,,0.541,0.829,,0.051,306,,0.247,874.0,,0.248,0.366,2006,,,
14.0,Memphis Grizzlies*,82,19855,0.436,11.9,,0.802,0.325,0.125,0.123,0.229,0.198,,0.461,0.564,0.394,0.416,0.377,0.334,,0.549,0.86,,0.047,259,,0.255,797.0,,0.273,0.332,2006,,,
15.0,Miami Heat*,82,19755,0.44,12.7,,0.792,0.277,0.134,0.118,0.262,0.208,,0.461,0.583,0.399,0.401,0.389,0.361,,0.511,0.773,,0.052,299,,0.204,670.0,,0.276,0.405,2006,,,
16.0,Milwaukee Bucks*,82,19855,0.466,12.1,,0.783,0.315,0.116,0.151,0.2,0.217,,0.497,0.62,0.46,0.411,0.388,0.354,,0.573,0.867,,0.053,317,,0.239,851.0,,0.306,0.349,2006,,,
17.0,Minnesota Timberwolves,82,19855,0.441,11.5,,0.81,0.334,0.137,0.118,0.22,0.19,,0.459,0.565,0.433,0.348,0.373,0.364,,0.498,0.799,,0.051,303,,0.264,848.0,,0.23,0.41,2006,,,
18.0,New Jersey Nets*,82,19780,0.439,12.5,,0.785,0.304,0.117,0.119,0.246,0.215,,0.464,0.578,0.389,0.366,0.405,0.348,,0.55,0.849,,0.041,237,,0.237,773.0,,0.241,0.363,2006,,,
19.0,New Orleans/Oklahoma City Hornets,82,19805,0.459,12.7,,0.764,0.29,0.13,0.107,0.237,0.236,,0.487,0.618,0.4,0.41,0.408,0.367,,0.479,0.85,,0.038,218,,0.232,833.0,,0.248,0.407,2006,,,
20.0,New York Knicks,82,19930,0.467,12.8,,0.765,0.296,0.114,0.123,0.233,0.235,,0.494,0.626,0.414,0.406,0.411,0.378,,0.531,0.83,,0.052,307,,0.22,786.0,,0.28,0.453,2006,,,
21.0,Orlando Magic,82,19905,0.454,12.3,,0.797,0.314,0.116,0.117,0.25,0.203,,0.478,0.601,0.402,0.393,0.399,0.357,,0.514,0.883,,0.053,307,,0.237,801.0,,0.298,0.396,2006,,,
22.0,Philadelphia 76ers,82,19905,0.463,12.0,,0.788,0.334,0.117,0.11,0.227,0.212,,0.493,0.597,0.413,0.391,0.431,0.351,,0.56,0.851,,0.052,326,,0.259,924.0,,0.276,0.37,2006,,,
23.0,Phoenix Suns*,82,19955,0.454,12.7,,0.801,0.287,0.131,0.118,0.265,0.199,,0.477,0.614,0.421,0.354,0.411,0.363,,0.421,0.771,,0.043,276,,0.222,912.0,,0.199,0.406,2006,,,
24.0,Portland Trail Blazers,82,19730,0.468,11.9,,0.798,0.325,0.135,0.101,0.237,0.202,,0.491,0.588,0.402,0.42,0.438,0.381,,0.52,0.841,,0.056,319,,0.241,818.0,,0.249,0.382,2006,,,
25.0,Sacramento Kings*,82,19830,0.454,12.4,,0.804,0.278,0.162,0.109,0.256,0.196,,0.479,0.63,0.398,0.395,0.401,0.351,,0.517,0.853,,0.047,296,,0.207,798.0,,0.299,0.411,2006,,,
26.0,San Antonio Spurs*,82,19805,0.433,10.9,,0.862,0.317,0.179,0.152,0.213,0.138,,0.449,0.572,0.357,0.384,0.388,0.339,,0.442,0.793,,0.036,202,,0.27,902.0,,0.258,0.358,2006,,,
27.0,Seattle SuperSonics,82,19830,0.485,12.1,,0.781,0.312,0.142,0.101,0.226,0.219,,0.516,0.655,0.416,0.414,0.434,0.375,,0.563,0.878,,0.056,346,,0.233,907.0,,0.278,0.448,2006,,,
28.0,Toronto Raptors,82,19955,0.491,11.8,,0.789,0.334,0.125,0.11,0.219,0.211,,0.522,0.643,0.417,0.435,0.441,0.373,,0.559,0.894,,0.06,363,,0.235,865.0,,0.3,0.445,2006,,,
29.0,Utah Jazz,82,19880,0.449,12.6,,0.787,0.296,0.131,0.105,0.254,0.213,,0.469,0.586,0.384,0.374,0.415,0.378,,0.49,0.845,,0.048,267,,0.226,715.0,,0.256,0.419,2006,,,
30.0,Washington Wizards*,82,19830,0.465,12.4,,0.787,0.282,0.171,0.113,0.221,0.213,,0.493,0.668,0.357,0.424,0.409,0.363,,0.534,0.848,,0.047,294,,0.222,892.0,,0.302,0.408,2006,,,
,League Average,82,19852,0.454,12.2,,0.798,0.309,0.133,0.119,0.236,0.202,,0.478,0.601,0.4,0.391,0.405,0.358,,0.523,0.851,,0.049,288,,0.239,836.0,,0.27,0.39,2006,,,
